system:index,LST,NDVI,.geo
217,56.01383420000002,0.10185764602814182,"{""type"":""Point"",""coordinates"":[74.3130986877568,18.191555553890932]}"
218,40.56438380000003,0.14737095030235073,"{""type"":""Point"",""coordinates"":[73.73962322661137,19.225915932684046]}"
219,51.891702080000016,0.1760854707003849,"{""type"":""Point"",""coordinates"":[74.98205531038194,17.93150380458889]}"
220,28.25438477,0.011968329957650525,"{""type"":""Point"",""coordinates"":[73.43291356131716,18.77993199781445]}"
221,45.83497064000005,0.12841845140032948,"{""type"":""Point"",""coordinates"":[75.01069904594884,17.91557167583124]}"
222,40.882259660000045,0.29683406930618966,"{""type"":""Point"",""coordinates"":[74.34366874255382,18.47332815049451]}"
223,50.008373060000054,0.11326317232868259,"{""type"":""Point"",""coordinates"":[73.59224194429697,18.74365102949099]}"
224,53.416139000000044,0.07607686263304522,"{""type"":""Point"",""coordinates"":[74.55883469311875,18.34087835304826]}"
225,49.78278374000001,0.1770161977834612,"{""type"":""Point"",""coordinates"":[74.99549622160745,18.117614710594374]}"
226,53.998911410000005,0.10032774243300559,"{""type"":""Point"",""coordinates"":[74.65932347041363,18.405760912156413]}"
227,44.30369768000003,0.18282280307596763,"{""type"":""Point"",""coordinates"":[73.84304640808027,19.291292188971436]}"
228,59.631808370000044,0.07638939338903016,"{""type"":""Point"",""coordinates"":[74.32601155962298,18.297725731448747]}"
229,45.83667965000001,0.18042913464508276,"{""type"":""Point"",""coordinates"":[73.81337828241807,18.88985919563522]}"
230,48.716361500000005,0.13279573869941555,"{""type"":""Point"",""coordinates"":[75.08075608933855,18.050228448797604]}"
231,43.44919268000001,0.22422853817758623,"{""type"":""Point"",""coordinates"":[74.095046126523,18.752169448009088]}"
232,47.144072300000005,0.08224080442714243,"{""type"":""Point"",""coordinates"":[73.75718355985241,18.60396491732767]}"
233,45.20263694000005,0.08496012075964343,"{""type"":""Point"",""coordinates"":[74.08157426924966,18.791856034462395]}"
234,45.00097376000002,0.2797684434447525,"{""type"":""Point"",""coordinates"":[74.04759226174787,19.057470288472338]}"
235,50.65950587000003,0.09982848759118054,"{""type"":""Point"",""coordinates"":[73.91291933638313,18.705270843119408]}"
236,45.13769456,0.1915664057937157,"{""type"":""Point"",""coordinates"":[73.91608183767974,18.595992991763005]}"
237,51.84726782000001,0.11333207618329248,"{""type"":""Point"",""coordinates"":[73.6166276378619,19.036664372176936]}"
238,50.44758863000004,0.1201802140041299,"{""type"":""Point"",""coordinates"":[73.97047479871415,18.240503069055745]}"
239,40.90447678999999,0.1503568711278577,"{""type"":""Point"",""coordinates"":[73.68543042127486,18.091628001927155]}"
240,44.94628544,0.20312186582541622,"{""type"":""Point"",""coordinates"":[74.53521312376792,18.530159931378222]}"
241,36.08335957999998,0.18274015748031497,"{""type"":""Point"",""coordinates"":[73.67985905746534,18.18038131638666]}"
242,44.90526920000002,0.10708955223880597,"{""type"":""Point"",""coordinates"":[73.81618849838766,18.569963323542105]}"
